Unique ID,Join Date,Last Source Date,First source,Last source
225344-317,2026-01-22 15:41:00,2026-01-21 10:42:00,@all-combined-targetscreatives,@all-combined-targetscreatives
197535-318,2026-01-22 14:42:00,2026-01-22 14:35:00,@all-combined-targetscreatives,@all-combined-targetscreatives
540075-319,2026-01-22 14:37:00,2026-01-22 14:35:00,@all-combined-targetscreatives,@all-combined-targetscreatives
778658-320,2026-01-22 14:26:00,-,-,-
542383-321,2026-01-22 14:24:00,-,-,-
718894-322,2026-01-22 07:16:00,-,-,-
285703-323,2026-01-22 07:05:00,-,-,-
613723-324,2026-01-21 21:18:00,2026-01-21 21:12:00,@yt_10_2_2025,@yt_10_2_2025
198487-325,2026-01-21 21:02:00,-,-,-
178782-326,2026-01-21 19:37:00,-,-,-
886207-327,2026-01-21 19:20:00,2026-01-21 19:16:00,@kedeisha-test-ads,@google_organic
988474-328,2026-01-21 18:40:00,-,-,-
429446-329,2026-01-21 18:25:00,2026-01-21 18:15:00,@all-combined-targetscreatives,@all-combined-targetscreatives
626939-330,2026-01-21 18:16:00,2026-01-21 05:48:00,@all-combined-targetscreatives,@all-combined-targetscreatives
804825-331,2026-01-21 18:13:00,2026-01-21 18:09:00,@all-combined-targetscreatives,@all-combined-targetscreatives
726977-332,2026-01-21 18:07:00,2026-02-05 18:09:00,@yt_bio,@yt_bio
286735-333,2026-01-21 17:55:00,-,-,-
762683-334,2026-01-21 17:39:00,2026-01-21 17:41:00,@yt_10_2_2025,@yt_1_12_2026
324814-335,2026-01-21 17:33:00,-,-,-
290727-336,2026-01-21 17:25:00,2026-01-21 17:20:00,@all-combined-targetscreatives,@all-combined-targetscreatives
920246-337,2026-01-21 16:57:00,2026-01-21 16:54:00,@all-combined-targetscreatives,@all-combined-targetscreatives
637879-338,2026-01-21 16:25:00,2026-01-21 16:22:00,@all-combined-targetscreatives,@all-combined-targetscreatives
981755-339,2026-01-21 15:38:00,-,-,-
368719-340,2026-01-21 15:01:00,-,-,-
567088-341,2026-01-21 14:47:00,-,-,-
604713-342,2026-01-21 14:36:00,-,-,-
483944-343,2026-01-21 13:51:00,2026-01-21 13:51:00,@all-combined-targetscreatives,@all-combined-targetscreatives
479191-344,2026-01-21 13:29:00,-,-,-
819187-345,2026-01-21 13:20:00,2026-01-21 13:17:00,@all-combined-targetscreatives,@all-combined-targetscreatives
189360-346,2026-01-21 12:26:00,2026-01-28 01:12:00,@all-combined-targetscreatives,@all-combined-targetscreatives
821009-347,2026-01-21 11:29:00,2026-01-21 11:25:00,@all-combined-targetscreatives,@all-combined-targetscreatives
661183-348,2026-01-21 10:48:00,-,-,-
509559-349,2026-01-21 10:34:00,2026-01-21 10:29:00,@all-combined-targetscreatives,@all-combined-targetscreatives
861084-350,2026-01-21 10:01:00,2026-01-21 09:58:00,@all-combined-targetscreatives,@all-combined-targetscreatives
197666-351,2026-01-21 09:34:00,2026-01-21 09:51:00,@all-combined-targetscreatives,@all-combined-targetscreatives
661409-352,2026-01-21 09:13:00,-,-,-
481185-353,2026-01-21 08:53:00,2026-01-21 08:47:00,@all-combined-targetscreatives,@all-combined-targetscreatives
929854-354,2026-01-21 08:34:00,2026-01-21 15:42:00,@yt_1_19_2026,@yt_1_19_2026
696657-355,2026-01-21 06:43:00,2026-01-21 02:56:00,@all-combined-targetscreatives,@all-combined-targetscreatives
290979-356,2026-01-21 06:03:00,2026-01-21 05:58:00,@all-combined-targetscreatives,@all-combined-targetscreatives
943634-357,2026-01-20 23:51:00,-,-,-
668752-358,2026-01-20 23:27:00,-,-,-
697576-359,2026-01-20 21:40:00,2026-01-20 21:36:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
685908-360,2026-01-20 20:02:00,2026-01-20 19:53:00,@yt_1_12_2026,@yt_1_12_2026
976123-361,2026-01-20 18:54:00,2026-01-20 18:52:00,@crtx-pm-us-audience-01072026,@crtx-pm-us-audience-01072026
579955-362,2026-01-20 17:12:00,2026-01-20 17:07:00,@yt_1_2_2026,@yt_1_2_2026
865384-363,2026-01-20 15:12:00,2026-01-20 15:32:00,@yt_10_2_2025,@yt_10_2_2025
931261-364,2026-01-20 14:30:00,2026-01-20 20:30:00,@yt_12_12_2025,@yt_12_12_2025
795395-365,2026-01-20 14:13:00,2026-01-22 16:44:00,@crtx-pm-us-audience-01072026,@crtx-pm-us-audience-01072026
683098-366,2026-01-20 12:04:00,-,-,-
265826-367,2026-01-20 12:00:00,2026-01-20 11:44:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
430035-368,2026-01-20 11:07:00,2026-01-20 11:01:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
491776-369,2026-01-20 10:44:00,-,-,-
126912-370,2026-01-20 09:57:00,2026-01-20 09:25:00,@yt_5_15_2025,@yt_5_15_2025
323106-371,2026-01-20 08:20:00,2026-01-20 11:35:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
828595-372,2026-01-20 08:07:00,2026-01-20 08:03:00,@yt_1_19_2026,@yt_1_19_2026
136847-373,2026-01-20 07:20:00,-,-,-
244177-374,2026-01-20 06:55:00,-,-,-
253417-375,2026-01-20 06:35:00,2026-01-20 06:36:00,@yt_1_19_2026,@yt_1_19_2026
202803-376,2026-01-20 01:19:00,-,-,-
612962-377,2026-01-19 23:33:00,2026-01-19 23:27:00,@lead-list,@lead-list
993359-378,2026-01-19 20:51:00,2026-01-19 20:45:00,@yt_1_19_2026,@yt_1_19_2026
989078-379,2026-01-19 18:53:00,-,-,-
332113-380,2026-01-19 17:41:00,-,-,-
509673-381,2026-01-19 17:12:00,2026-01-19 16:33:00,@yt_12_12_2025,@yt_6_30_2025
992594-382,2026-01-19 17:07:00,2026-01-19 17:22:00,@crtx-pm-us-audience-01072026,@crtx-pm-us-audience-01072026
651220-383,2026-01-19 16:17:00,-,-,-
752824-384,2026-01-19 15:38:00,-,-,-
305504-385,2026-01-19 13:05:00,2026-01-14 16:39:00,@yt_6_30_2025,@yt_6_30_2025
280152-386,2026-01-19 12:39:00,-,-,-
777735-387,2026-01-19 11:53:00,2026-01-19 11:48:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
398744-388,2026-01-19 11:50:00,-,-,-
191955-389,2026-01-19 09:55:00,2026-01-18 15:43:00,@yt_10_23_2025,@yt_10_2_2025
740731-390,2026-01-19 09:54:00,2026-01-19 09:50:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
406778-391,2026-01-19 08:54:00,2026-01-19 08:49:00,@yt_bio,@yt_bio
840770-392,2026-01-19 08:28:00,2026-01-19 07:59:00,@yt_12_17_2025,@yt_12_17_2025
143205-393,2026-01-19 01:48:00,2026-01-19 01:49:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
397368-394,2026-01-19 00:17:00,2026-01-19 00:09:00,@yt_10_2_2025,@yt_10_2_2025
597023-395,2026-01-18 23:39:00,2026-01-18 23:34:00,@linkedin_organic,@linkedin_organic
135946-396,2026-01-18 23:34:00,2026-01-18 23:31:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
855122-397,2026-01-18 21:32:00,2026-01-18 21:23:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
726293-398,2026-01-18 16:49:00,2026-01-18 16:57:00,@yt_12_12_2025,@yt_12_12_2025
695205-399,2026-01-18 01:19:00,2026-01-18 21:32:00,@yt_10_2_2025,@yt_10_2_2025
215478-400,2026-01-17 18:59:00,2026-01-17 18:33:00,@yt_12_12_2025,@yt_12_12_2025
186371-401,2026-01-17 16:36:00,-,-,-
802568-402,2026-01-17 15:55:00,-,-,-
392421-403,2026-01-17 15:31:00,2026-01-19 15:54:00,@yt_10_2_2025,@google_organic
539194-404,2026-01-17 15:11:00,-,-,-
435654-405,2026-01-17 07:45:00,2026-01-17 07:39:00,@yt_12_12_2025,@yt_12_12_2025
751227-406,2026-01-17 07:13:00,2026-01-17 07:20:00,@yt_10_2_2025,@yt_10_2_2025
389820-407,2026-01-17 04:43:00,2026-01-30 10:39:00,@yt_12_12_2025,@google_organic
281621-408,2026-01-16 20:05:00,2026-01-16 20:06:00,@yt_9_22_2025,@yt_9_22_2025
939058-409,2026-01-16 18:36:00,-,-,-
246846-410,2026-01-16 14:58:00,-,-,-
479645-411,2026-01-16 13:22:00,-,-,-
414736-412,2026-01-16 13:08:00,-,-,-
160862-413,2026-01-16 11:49:00,-,-,-
508547-414,2026-01-16 07:42:00,2026-01-14 18:01:00,@google_organic,@google_organic
578430-415,2026-01-16 06:27:00,2026-01-20 06:53:00,@google_organic,@google_organic
967402-416,2026-01-16 06:11:00,2026-01-16 05:51:00,@yt_10_2_2025,@yt_10_2_2025
562353-417,2026-01-16 02:13:00,2026-01-27 14:54:00,@yt_12_12_2025,@welcome_sequence
844598-418,2026-01-15 20:44:00,-,-,-
698824-419,2026-01-15 19:55:00,2026-01-23 11:05:00,@yt_bio,@welcome_sequence
266552-420,2026-01-15 18:03:00,2026-01-15 17:51:00,@yt_10_20_2025,@yt_10_20_2025
215072-421,2026-01-15 16:21:00,2026-01-15 16:14:00,@yt_bio,@yt_bio
671457-422,2026-01-15 14:20:00,2026-01-27 13:47:00,@linkedinbio,@linkedinbio
351500-423,2026-01-15 13:10:00,2026-01-15 13:06:00,@yt_12_12_2025,@yt_10_20_2025
620390-424,2026-01-15 10:46:00,-,-,-
293838-425,2026-01-15 10:30:00,-,-,-
672736-426,2026-01-15 10:29:00,2026-01-15 10:23:00,@yt_12_12_2025,@yt_12_12_2025
449313-427,2026-01-15 10:00:00,2026-01-19 17:40:00,@google_organic,@google_organic
792847-428,2026-01-15 09:50:00,-,-,-
987818-429,2026-01-15 08:09:00,2026-01-15 08:00:00,@yt_10_20_2025,@yt_10_20_2025
108313-430,2026-01-15 00:37:00,-,-,-
702498-431,2026-01-14 21:53:00,2026-01-14 21:56:00,@yt_bio,@yt_bio
629435-432,2026-01-14 21:50:00,2026-01-14 21:45:00,@crtx-pm-us-audience-01072026,@crtx-pm-us-audience-01072026
842453-433,2026-01-14 19:22:00,2026-01-15 12:59:00,@yt_1_12_2026,@google_organic
568251-434,2026-01-14 17:10:00,2026-01-15 12:43:00,@yt_10_2_2025,@yt_10_2_2025
929889-435,2026-01-14 15:09:00,2026-01-14 15:12:00,@yt_1_12_2026,@yt_1_12_2026
947435-436,2026-01-14 14:44:00,2026-01-14 14:43:00,@crtx-pm-us-audience-01072026,@crtx-pm-us-audience-01072026
363711-437,2026-01-14 14:13:00,2026-01-14 13:50:00,@yt_1_2_2026,@yt_1_2_2026
924038-438,2026-01-14 14:02:00,-,-,-
901261-439,2026-01-14 13:19:00,-,-,-
372387-440,2026-01-14 08:32:00,2026-01-14 08:57:00,@yt_12_12_2025,@yt_12_12_2025
465353-441,2026-01-14 03:03:00,2026-01-12 14:53:00,@yt_10_2_2025,@yt_10_2_2025
398495-442,2026-01-14 02:54:00,2026-01-21 01:52:00,@yt_10_20_2025,@kedeisha-test-ads
386191-443,2026-01-14 02:49:00,2026-01-14 02:38:00,@yt_1_12_2026,@yt_1_12_2026
249392-444,2026-01-13 18:08:00,-,-,-
877299-445,2026-01-13 16:09:00,2026-01-13 15:52:00,@yt_10_20_2025,@yt_10_20_2025
476115-446,2026-01-13 14:37:00,-,-,-
288435-447,2026-01-13 11:19:00,-,-,-
311665-448,2026-01-13 07:36:00,2026-01-13 07:21:00,@crtx-pm-us-audience-01072026,@crtx-pm-us-audience-01072026
179832-449,2026-01-13 07:15:00,2026-01-13 07:16:00,@yt_6_30_2025,@yt_6_30_2025
255171-450,2026-01-13 00:34:00,2026-01-12 18:20:00,@yt_1_12_2026,@yt_1_12_2026
335822-451,2026-01-12 22:45:00,2026-01-12 21:48:00,@yt_12_3_2025,@yt_11_24_2025
963456-452,2026-01-12 19:49:00,-,-,-
341526-453,2026-01-12 16:15:00,-,-,-
208485-454,2026-01-12 15:39:00,-,-,-
504043-455,2026-01-12 15:21:00,-,-,-
689742-456,2026-01-12 14:37:00,-,-,-
118915-457,2026-01-12 14:03:00,2026-01-12 13:53:00,@yt_bio,@yt_bio
969245-458,2026-01-12 11:20:00,2026-01-15 15:32:00,@yt_bio,@google_organic
802188-459,2026-01-12 10:20:00,2026-01-09 15:41:00,@yt_10_2_2025,@yt_10_2_2025
455095-460,2026-01-12 10:14:00,-,-,-
555439-461,2026-01-12 10:02:00,-,-,-
785976-462,2026-01-12 06:14:00,2026-01-13 11:54:00,@yt_6_30_2025,@yt_6_30_2025
307036-463,2026-01-12 03:13:00,2026-01-12 03:00:00,@yt_12_12_2025,@yt_12_12_2025
282684-464,2026-01-12 00:45:00,-,-,-
492499-465,2026-01-12 00:40:00,2026-01-13 11:08:00,@yt_6_30_2025,@yt_1_2_2026
750736-466,2026-01-12 00:17:00,2026-01-12 00:10:00,@yt_12_12_2025,@yt_12_12_2025
808949-467,2026-01-11 23:33:00,2026-01-14 06:39:00,@yt_10_2_2025,@yt_10_2_2025
686396-468,2026-01-11 23:28:00,2026-01-10 10:05:00,@yt_12_12_2025,@yt_12_12_2025
942082-469,2026-01-11 12:59:00,-,-,-
205934-470,2026-01-11 06:24:00,2026-01-11 06:11:00,@yt_10_2_2025,@yt_10_2_2025
700690-471,2026-01-10 17:34:00,2026-01-10 17:29:00,@yt_10_2_2025,@yt_1_2_2026
196331-472,2026-01-10 12:30:00,-,-,-
824460-473,2026-01-10 12:07:00,2026-01-14 20:35:00,@google_organic,@google_organic
732132-474,2026-01-10 09:33:00,2026-01-10 09:25:00,@yt_10_20_2025,@yt_10_20_2025
782476-475,2026-01-09 21:21:00,2026-01-05 17:36:00,@yt_bio,@yt_bio
926162-476,2026-01-09 21:21:00,-,-,-
841719-477,2026-01-09 20:31:00,2026-01-09 20:12:00,@yt_10_2_2025,@yt_10_2_2025
205889-478,2026-01-09 20:14:00,2026-01-11 16:14:00,@yt_10_2_2025,@google_organic
954424-479,2026-01-09 17:24:00,-,-,-
581258-480,2026-01-09 11:39:00,-,-,-
977199-481,2026-01-09 09:15:00,-,-,-
885709-482,2026-01-09 09:04:00,-,-,-
562228-483,2026-01-09 07:52:00,2026-01-09 07:43:00,@yt_10_23_2025,@yt_10_23_2025
399403-484,2026-01-09 00:54:00,2026-01-09 09:11:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
453374-485,2026-01-08 22:09:00,2026-01-08 21:52:00,@yt_10_2_2025,@yt_10_2_2025
253305-486,2026-01-08 20:02:00,-,-,-
398070-487,2026-01-08 19:14:00,-,-,-
782336-488,2026-01-08 18:08:00,-,-,-
787479-489,2026-01-08 15:48:00,2026-01-08 15:39:00,@yt_10_2_2025,@yt_10_2_2025
571648-490,2026-01-08 14:53:00,-,-,-
586283-491,2026-01-08 14:42:00,2026-01-08 12:53:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
217970-492,2026-01-08 14:18:00,2026-01-08 14:15:00,@yt_1_2_2026,@yt_1_2_2026
839331-493,2026-01-08 13:05:00,-,-,-
968599-494,2026-01-08 12:58:00,-,-,-
223537-495,2026-01-08 10:39:00,-,-,-
247482-496,2026-01-08 07:39:00,-,-,-
699664-497,2026-01-08 06:47:00,-,-,-
721519-498,2026-01-08 06:33:00,-,-,-
684726-499,2026-01-07 20:37:00,-,-,-
104555-500,2026-01-07 20:20:00,2026-01-07 20:12:00,@yt_bio,@yt_bio
488639-501,2026-01-07 19:44:00,2026-01-07 19:42:00,@yt_10_23_2025,@yt_10_23_2025
555774-502,2026-01-07 19:35:00,2026-01-07 19:30:00,@yt_9_30_2025,@yt_9_30_2025
804603-503,2026-01-07 19:18:00,2026-01-07 19:27:00,@yt_10_2_2025,@google_organic
652902-504,2026-01-07 16:56:00,-,-,-
172829-505,2026-01-07 16:03:00,2026-01-07 15:26:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
538686-506,2026-01-07 15:23:00,2026-01-07 15:14:00,@yt_10_2_2025,@yt_10_2_2025
408098-507,2026-01-07 15:13:00,2026-01-07 15:00:00,@yt_10_23_2025,@yt_10_23_2025
159137-508,2026-01-07 15:11:00,-,-,-
379976-509,2026-01-07 14:47:00,-,-,-
468791-510,2026-01-07 14:13:00,-,-,-
524022-511,2026-01-07 12:11:00,2026-01-24 11:42:00,@yt_bio,@yt_bio
776622-512,2026-01-07 12:07:00,-,-,-
171526-513,2026-01-07 12:07:00,2026-01-11 21:10:00,@linkedin_organic,@linkedin_organic
303100-514,2026-01-07 11:57:00,2026-01-07 11:57:00,@yt_10_30_2025,@yt_10_30_2025
656700-515,2026-01-07 11:20:00,2026-01-07 11:38:00,@yt_12_12_2025,@kedeisha-test-google-cert
868167-516,2026-01-07 09:49:00,-,-,-
867298-517,2026-01-07 09:49:00,-,-,-
550957-518,2026-01-07 08:23:00,-,-,-
775350-519,2026-01-07 07:32:00,-,-,-
621433-520,2026-01-07 01:22:00,2026-01-10 09:48:00,@yt_10_2_2025,@google_organic
429807-521,2026-01-07 01:22:00,-,-,-
133284-522,2026-01-06 22:17:00,-,-,-
265351-523,2026-01-06 18:52:00,2026-01-06 18:52:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
651473-524,2026-01-06 16:56:00,-,-,-
353954-525,2026-01-06 15:46:00,-,-,-
170456-526,2026-01-06 14:52:00,-,-,-
200314-527,2026-01-06 13:53:00,-,-,-
505307-528,2026-01-06 12:51:00,-,-,-
189138-529,2026-01-06 11:52:00,-,-,-
883718-530,2026-01-06 09:48:00,-,-,-
780228-531,2026-01-06 09:19:00,-,-,-
770562-532,2026-01-06 08:11:00,-,-,-
317503-533,2026-01-06 07:38:00,-,-,-
668737-534,2026-01-06 02:37:00,-,-,-
328477-535,2026-01-06 01:15:00,2026-01-06 01:03:00,@yt_12_12_2025,@yt_bio
586649-536,2026-01-05 23:50:00,-,-,-
355299-537,2026-01-05 22:10:00,-,-,-
728826-538,2026-01-05 20:48:00,-,-,-
198715-539,2026-01-05 20:12:00,2026-01-06 12:29:00,@calendly,@calendly
771223-540,2026-01-05 18:41:00,-,-,-
862746-541,2026-01-05 17:43:00,-,-,-
194299-542,2026-01-05 17:34:00,-,-,-
322381-543,2026-01-05 15:18:00,2026-01-05 15:18:00,@yt_10_2_2025,@yt_10_2_2025
418929-544,2026-01-05 14:49:00,2026-01-05 14:46:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
291062-545,2026-01-05 14:37:00,-,-,-
101236-546,2026-01-05 13:38:00,-,-,-
411188-547,2026-01-05 13:13:00,2026-01-05 13:33:00,@yt_12_12_2025,@linkedin_organic
605731-548,2026-01-05 12:52:00,2026-01-05 12:43:00,@yt_10_23_2025,@yt_10_23_2025
788699-549,2026-01-05 12:26:00,2026-01-05 12:27:00,@kedeisha-test-google-cert,@yahoo_organic
188349-550,2026-01-05 11:53:00,2026-01-05 11:31:00,@yt_12_12_2025,@yt_12_12_2025
400074-551,2026-01-05 10:33:00,2026-01-05 10:30:00,@google_organic,@google_organic
154650-552,2026-01-05 08:39:00,2026-01-05 08:37:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
731676-553,2026-01-05 08:08:00,-,-,-
534753-554,2026-01-05 08:02:00,-,-,-
616568-555,2026-01-05 06:54:00,-,-,-
743698-556,2026-01-05 06:54:00,-,-,-
931090-557,2026-01-05 06:54:00,2026-01-05 06:49:00,@yt_12_12_2025,@yt_12_12_2025
377683-558,2026-01-05 06:06:00,2026-01-05 13:19:00,@yt_1_2_2026,@google_organic
435992-559,2026-01-05 03:57:00,2026-01-05 03:52:00,@yt_10_2_2025,@yt_10_2_2025
990978-560,2026-01-05 01:18:00,2026-01-04 13:56:00,@yt_10_2_2025,@google_organic
790877-561,2026-01-05 01:00:00,-,-,-
674236-562,2026-01-05 00:59:00,2026-01-05 01:06:00,@yt_10_2_2025,@yt_10_2_2025
600799-563,2026-01-05 00:53:00,2026-01-05 00:54:00,@kedeisha-test-google-cert,@yahoo_organic
479468-564,2026-01-04 23:32:00,2026-01-04 23:32:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
570235-565,2026-01-04 22:44:00,2026-01-04 22:35:00,@yt_10_2_2025,@yt_10_2_2025
185028-566,2026-01-04 19:05:00,2026-01-04 19:04:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
448820-567,2026-01-04 18:00:00,2026-01-05 18:03:00,@yt_bio,@google_organic
900780-568,2026-01-04 17:22:00,2026-01-04 17:14:00,@kedeisha-test-google-cert,@google_organic
812429-569,2026-01-04 17:21:00,2026-01-04 17:11:00,@yt_10_2_2025,@yt_10_2_2025
400403-570,2026-01-04 12:45:00,-,-,-
670951-571,2026-01-04 09:46:00,2026-01-04 09:43:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
868455-572,2026-01-04 07:16:00,2026-01-04 07:14:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
391426-573,2026-01-03 23:36:00,2026-01-04 02:08:00,@kedeisha-test-google-cert,@yt_bio
527354-574,2026-01-03 16:15:00,2026-01-03 16:12:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
891289-575,2026-01-03 13:54:00,2026-01-05 22:09:00,@kedeisha-test-google-cert,@google_organic
661853-576,2026-01-03 07:15:00,2026-01-03 07:18:00,@kedeisha-test-google-cert,@yahoo_organic
441597-577,2026-01-03 03:19:00,2026-01-03 03:15:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
629079-578,2026-01-02 18:45:00,-,-,-
182795-579,2026-01-02 18:45:00,-,-,-
787725-580,2026-01-02 16:03:00,2026-01-02 15:58:00,@yt_1_2_2026,@yt_1_2_2026
745618-581,2026-01-02 15:41:00,2026-01-02 15:43:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
332471-582,2026-01-02 11:42:00,2026-01-02 11:41:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
423214-583,2026-01-02 11:13:00,2026-01-02 10:56:00,@yt_12_3_2025,@linkedinbio
159187-584,2026-01-02 08:48:00,2026-01-02 08:33:00,@yt_10_20_2025,@yt_10_20_2025
520014-585,2026-01-02 08:46:00,2026-01-02 08:42:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
377989-586,2026-01-02 08:36:00,2026-01-02 08:36:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
757803-587,2026-01-02 08:10:00,2026-01-02 08:07:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
120809-588,2026-01-02 08:10:00,2026-01-02 08:06:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
459910-589,2026-01-02 08:03:00,2026-01-02 07:43:00,@yt_12_17_2025,@yt_12_17_2025
710955-590,2026-01-02 03:53:00,-,-,-
818447-591,2026-01-01 21:59:00,2026-01-01 21:55:00,@yt_10_2_2025,@yt_10_2_2025
995875-592,2026-01-01 21:04:00,2026-01-01 20:03:00,@yt_10_20_2025,@yt_10_20_2025
136708-593,2026-01-01 19:48:00,2026-01-08 18:00:00,@yt_10_23_2025,@yt_4_9_2025
317157-594,2026-01-01 17:27:00,-,-,-
704651-595,2026-01-01 17:16:00,-,-,-
356369-596,2026-01-01 16:58:00,-,-,-
220905-597,2026-01-01 16:55:00,2026-01-01 16:58:00,@yt_10_2_2025,@yt_10_2_2025
351563-598,2026-01-01 13:17:00,-,-,-
894387-599,2026-01-01 12:36:00,2026-01-05 13:07:00,@yt_6_30_2025,@linkedin_organic
944214-600,2026-01-01 10:06:00,2026-01-01 09:15:00,@yt_10_2_2025,@yt_10_2_2025
881108-601,2026-01-01 09:18:00,2026-01-02 02:12:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
245350-602,2026-01-01 04:34:00,2026-01-01 04:37:00,@kedeisha-test-google-cert,@yahoo_organic
684064-603,2026-01-01 03:48:00,2026-01-01 03:46:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
998106-604,2025-12-31 21:11:00,2025-12-31 21:04:00,@yt_10_2_2025,@yt_10_2_2025
570757-605,2025-12-31 17:03:00,-,-,-
735014-606,2025-12-31 11:40:00,2025-12-31 11:37:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
758589-607,2025-12-31 09:09:00,2025-12-31 09:10:00,@kedeisha-test-google-cert,@yahoo_organic
981339-608,2025-12-31 08:30:00,2025-12-31 08:32:00,@kedeisha-test-google-cert,@yahoo_organic
683976-609,2025-12-31 07:44:00,-,-,-
316250-610,2025-12-31 05:35:00,-,-,-
737767-611,2025-12-31 00:22:00,-,-,-
734301-612,2025-12-30 23:38:00,2025-12-30 23:34:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
430018-613,2025-12-30 21:43:00,-,-,-
264762-614,2025-12-30 18:44:00,2025-12-30 18:42:00,@kedeisha-test-google-cert,@kedeisha-test-google-cert
450420-615,2025-12-30 17:43:00,2025-12-31 14:36:00,@yt_10_20_2025,@google_organic
798430-616,2025-12-30 14:46:00,-,-,-
762536-617,2025-12-30 14:07:00,2025-12-30 10:58:00,@yt_4_9_2025,@yt_4_9_2025
329584-618,2025-12-30 12:45:00,2025-12-30 12:37:00,@yt_10_2_2025,@yt_10_2_2025
218808-619,2025-12-30 12:41:00,-,-,-
978918-620,2025-12-30 07:31:00,2025-12-31 09:59:00,@yt_12_3_2025,@google_organic
362688-621,2025-12-30 06:25:00,2025-12-30 06:21:00,@yt_bio,@yt_bio
250141-622,2025-12-30 00:32:00,-,-,-
847996-623,2025-12-29 23:17:00,2026-01-20 21:04:00,@yt_10_23_2025,@google_organic
697592-624,2025-12-29 20:07:00,2025-12-29 20:00:00,@bing_organic,@bing_organic
928417-625,2025-12-29 18:28:00,-,-,-
826535-626,2025-12-29 18:25:00,2025-12-29 18:20:00,@yt_10_23_2025,@yt_12_12_2025
